"","race_grouping","aggregate_sentence_length"
"10428","Non Indigenous",731
"10429","Non Indigenous",1096
"10430","Non Indigenous",1298
"10431","Non Indigenous",1098
"10432","Non Indigenous",8492
"10433","Non Indigenous",851
"10434","Non Indigenous",1278
"10435","Indigenous",1826
"10436","Indigenous",4990
"10437","Non Indigenous",1461
"10438","Non Indigenous",731
"10439","Non Indigenous",1765
"10440","Indigenous",1734
"10441","Non Indigenous",1765
"10442","Non Indigenous",4873
"10443","Non Indigenous",3318
"10444","Non Indigenous",1461
"10445","Non Indigenous",731
"10446","Non Indigenous",2002
"10447","Non Indigenous",1096
"10448","Non Indigenous",1095
"10449","Indigenous",1019
"10450","Non Indigenous",730
"10451","Non Indigenous",2677
"10452","Non Indigenous",3713
"10453","Non Indigenous",1826
"10454","Non Indigenous",3257
"10455","Non Indigenous",2570
"10456","Non Indigenous",731
"10457","Non Indigenous",1583
"10458","Non Indigenous",876
"10459","Non Indigenous",912
"10460","Non Indigenous",2779
"10461","Non Indigenous",881
"10462","Non Indigenous",1461
"10463","Indigenous",1704
"10464","Non Indigenous",1644
"10465","Non Indigenous",2540
"10466","Non Indigenous",730
"10467","Indigenous",2557
"10468","Non Indigenous",1978
"10469","Indigenous",956
"10470","Indigenous",3836
"10471","Non Indigenous",2130
"10472","Non Indigenous",792
"10473","Non Indigenous",808
"10474","Non Indigenous",730
"10475","Non Indigenous",1491
"10476","Non Indigenous",3652
"10477","Non Indigenous",2738
"10478","Non Indigenous",730
"10479","Non Indigenous",1005
"10480","Non Indigenous",4475
"10481","Non Indigenous",2860
"10482","Non Indigenous",5113
"10483","Non Indigenous",1773
"10484","Non Indigenous",3501
"10485","Non Indigenous",2891
"10486","Non Indigenous",1645
"10487","Non Indigenous",2755
"10488","Indigenous",1128
"10489","Non Indigenous",2367
"10490","Non Indigenous",2541
"10491","Non Indigenous",731
"10492","Indigenous",792
"10493","Indigenous",3162
"10494","Non Indigenous",5513
"10495","Non Indigenous",1826
"10496","Indigenous",1827
"10497","Non Indigenous",1734
"10498","Non Indigenous",1461
"10499","Non Indigenous",730
"10500","Indigenous",1461
"10501","Non Indigenous",2968
"10502","Non Indigenous",883
"10503","Non Indigenous",5297
"10504","Non Indigenous",1826
"10505","Indigenous",926
"10506","Non Indigenous",731
"10507","Non Indigenous",731
"10508","Indigenous",731
"10509","Non Indigenous",1034
"10510","Indigenous",999
"10511","Indigenous",2252
"10512","Indigenous",1428
"10513","Indigenous",1461
"10514","Indigenous",2557
"10515","Non Indigenous",2434
"10516","Non Indigenous",4388
"10517","Non Indigenous",1431
"10518","Non Indigenous",1280
"10519","Indigenous",911
"10520","Non Indigenous",988
"10521","Non Indigenous",1031
"10522","Non Indigenous",1461
"10523","Non Indigenous",1644
"10524","Non Indigenous",914
"10525","Non Indigenous",1553
"10526","Indigenous",5479
"10527","Indigenous",1186
"10528","Non Indigenous",1925
"10529","Indigenous",2922
"10530","Indigenous",825
"10531","Non Indigenous",2021
"10532","Indigenous",1126
"10533","Indigenous",730
"10534","Non Indigenous",731
"10535","Non Indigenous",911
"10536","Non Indigenous",731
"10537","Non Indigenous",6209
"10538","Indigenous",2161
"10539","Non Indigenous",1553
"10540","Indigenous",731
"10541","Non Indigenous",1188
"10542","Indigenous",2922
"10543","Non Indigenous",2191
"10544","Non Indigenous",1325
"10545","Non Indigenous",807
"10546","Non Indigenous",1945
"10547","Non Indigenous",2010
"10548","Non Indigenous",973
"10549","Indigenous",1278
"10550","Non Indigenous",1277
"10551","Non Indigenous",2282
"10552","Non Indigenous",1400
"10553","Non Indigenous",1736
"10554","Indigenous",1352
"10555","Non Indigenous",1007
"10556","Indigenous",9072
"10557","Indigenous",2192
"10558","Non Indigenous",1096
"10559","Non Indigenous",912
"10560","Non Indigenous",1096
"10561","Indigenous",1004
"10562","Non Indigenous",1765
"10563","Non Indigenous",1461
"10564","Indigenous",2782
"10565","Non Indigenous",1434
"10566","Non Indigenous",1826
"10567","Indigenous",2846
"10568","Non Indigenous",1490
"10569","Non Indigenous",1552
"10570","Indigenous",829
"10571","Indigenous",1096
"10572","Non Indigenous",3652
"10573","Non Indigenous",1278
"10574","Indigenous",932
"10575","Indigenous",837
"10576","Indigenous",1128
"10577","Non Indigenous",1045
"10578","Non Indigenous",5760
"10579","Non Indigenous",5479
"10580","Non Indigenous",914
"10581","Non Indigenous",1826
"10582","Non Indigenous",1096
"10583","Non Indigenous",913
"10584","Non Indigenous",1004
"10585","Indigenous",1096
"10586","Non Indigenous",2284
"10587","Indigenous",2008
"10588","Indigenous",731
"10589","Indigenous",3286
"10590","Non Indigenous",1096
"10591","Non Indigenous",1231
"10592","Non Indigenous",1826
"10593","Non Indigenous",3265
"10594","Indigenous",732
"10595","Non Indigenous",2745
"10596","Non Indigenous",1004
"10597","Non Indigenous",2376
"10598","Non Indigenous",1706
"10599","Non Indigenous",2100
"10600","Non Indigenous",2128
"10601","Non Indigenous",2191
"10602","Non Indigenous",3638
"10603","Non Indigenous",912
"10604","Non Indigenous",2603
"10605","Non Indigenous",1005
"10606","Non Indigenous",730
"10607","Indigenous",926
"10608","Non Indigenous",730
"10609","Non Indigenous",1096
"10610","Non Indigenous",3715
"10611","Non Indigenous",730
"10612","Non Indigenous",1857
"10613","Non Indigenous",1073
"10614","Non Indigenous",1746
"10615","Indigenous",788
"10616","Indigenous",915
"10617","Indigenous",852
"10618","Non Indigenous",1827
"10619","Indigenous",2101
"10620","Non Indigenous",1276
"10621","Non Indigenous",731
"10622","Non Indigenous",5227
"10623","Non Indigenous",895
"10624","Non Indigenous",913
"10625","Non Indigenous",730
"10626","Indigenous",2464
"10627","Non Indigenous",1461
"10628","Non Indigenous",1095
"10629","Non Indigenous",1097
"10630","Non Indigenous",1095
"10631","Non Indigenous",1827
"10632","Non Indigenous",925
"10633","Non Indigenous",4572
"10634","Non Indigenous",866
"10635","Non Indigenous",4748
"10636","Non Indigenous",4846
"10637","Non Indigenous",1704
"10638","Non Indigenous",2861
"10639","Non Indigenous",867
"10640","Non Indigenous",1096
"10641","Non Indigenous",1339
"10642","Non Indigenous",1492
"10643","Non Indigenous",2097
"10644","Indigenous",1157
"10645","Non Indigenous",922
"10646","Non Indigenous",1765
"10647","Indigenous",1848
"10648","Indigenous",1277
"10649","Non Indigenous",1461
"10650","Non Indigenous",1218
"10651","Non Indigenous",3652
"10652","Indigenous",2962
"10653","Indigenous",913
"10654","Non Indigenous",1772
"10655","Non Indigenous",975
"10656","Non Indigenous",912
"10657","Indigenous",1113
"10658","Non Indigenous",1492
"10659","Indigenous",3188
"10660","Non Indigenous",1208
"10661","Non Indigenous",1721
"10662","Indigenous",2055
"10663","Non Indigenous",3287
"10664","Non Indigenous",821
"10665","Non Indigenous",1826
"10666","Indigenous",3300
"10667","Non Indigenous",1065
"10668","Non Indigenous",1627
"10669","Indigenous",2740
"10670","Non Indigenous",1827
"10671","Indigenous",1537
"10672","Non Indigenous",730
"10673","Non Indigenous",2463
"10674","Non Indigenous",1734
"10675","Indigenous",731
"10676","Non Indigenous",731
"10677","Non Indigenous",1826
"10678","Non Indigenous",2312
"10679","Indigenous",1004
"10680","Non Indigenous",731
"10681","Indigenous",9010
"10682","Non Indigenous",1099
"10683","Indigenous",948
"10684","Non Indigenous",1735
"10685","Non Indigenous",1506
"10686","Non Indigenous",731
"10687","Indigenous",730
"10688","Non Indigenous",2557
"10689","Non Indigenous",730
"10690","Non Indigenous",1277
"10691","Non Indigenous",2069
"10692","Non Indigenous",1278
"10693","Non Indigenous",4199
"10694","Non Indigenous",5610
"10695","Non Indigenous",1096
"10696","Non Indigenous",913
"10697","Non Indigenous",732
"10698","Non Indigenous",911
"10699","Non Indigenous",3976
"10700","Indigenous",731
"10701","Non Indigenous",1369
"10702","Indigenous",2369
"10703","Non Indigenous",731
"10704","Non Indigenous",2132
"10705","Non Indigenous",1827
"10706","Indigenous",1035
"10707","Non Indigenous",2324
"10708","Indigenous",5114
"10709","Non Indigenous",2344
"10710","Non Indigenous",5724
"10711","Non Indigenous",4536
"10712","Indigenous",877
"10713","Indigenous",2225
"10714","Non Indigenous",2434
"10715","Non Indigenous",9502
"10716","Non Indigenous",1642
"10717","Indigenous",3103
"10718","Non Indigenous",1095
"10719","Indigenous",1042
"10720","Non Indigenous",1827
"10721","Non Indigenous",3652
"10722","Indigenous",1521
"10723","Non Indigenous",1770
"10724","Non Indigenous",2557
"10725","Non Indigenous",3713
"10726","Non Indigenous",2284
"10727","Non Indigenous",730
"10728","Indigenous",1553
"10729","Non Indigenous",1278
"10730","Indigenous",858
"10731","Non Indigenous",850
"10732","Non Indigenous",1645
"10733","Non Indigenous",4992
"10734","Non Indigenous",1642
"10735","Non Indigenous",1391
"10736","Non Indigenous",1430
"10737","Non Indigenous",1872
"10738","Non Indigenous",791
"10739","Non Indigenous",913
"10740","Non Indigenous",1826
"10741","Non Indigenous",4383
"10742","Non Indigenous",9119
"10743","Non Indigenous",944
"10744","Non Indigenous",1096
"10745","Indigenous",850
"10746","Non Indigenous",1611
"10747","Non Indigenous",730
"10748","Indigenous",1826
"10749","Non Indigenous",737
"10750","Indigenous",4059
"10751","Indigenous",2178
"10752","Indigenous",976
"10753","Non Indigenous",780
"10754","Non Indigenous",3103
"10755","Indigenous",1095
"10756","Non Indigenous",3653
"10757","Non Indigenous",2191
"10758","Non Indigenous",1461
"10759","Non Indigenous",1360
"10760","Non Indigenous",1421
"10761","Non Indigenous",2735
"10762","Non Indigenous",1949
"10763","Non Indigenous",1157
"10764","Non Indigenous",868
"10765","Indigenous",1400
"10766","Indigenous",761
"10767","Indigenous",730
"10768","Non Indigenous",2009
"10769","Non Indigenous",913
"10770","Non Indigenous",3882
"10771","Non Indigenous",4019
"10772","Indigenous",3477
"10773","Non Indigenous",1517
"10774","Non Indigenous",1737
"10775","Non Indigenous",819
"10776","Non Indigenous",1277
"10777","Indigenous",730
"10778","Non Indigenous",1461
"10779","Non Indigenous",1354
"10780","Non Indigenous",732
"10781","Non Indigenous",1188
"10782","Non Indigenous",912
"10783","Indigenous",1096
"10784","Non Indigenous",1127
"10785","Non Indigenous",1371
"10786","Non Indigenous",799
"10787","Non Indigenous",914
"10788","Non Indigenous",6939
"10789","Non Indigenous",1095
"10790","Non Indigenous",2314
"10791","Indigenous",1706
"10792","Indigenous",2450
"10793","Indigenous",1553
"10794","Non Indigenous",1096
"10795","Indigenous",2373
"10796","Non Indigenous",730
"10797","Non Indigenous",1644
"10798","Non Indigenous",835
"10799","Non Indigenous",2738
"10800","Non Indigenous",2008
"10801","Non Indigenous",3652
"10802","Indigenous",881
"10803","Non Indigenous",3652
"10804","Non Indigenous",1826
"10805","Indigenous",2100
"10806","Non Indigenous",1461
"10807","Indigenous",1576
"10808","Indigenous",1461
"10809","Indigenous",731
"10810","Non Indigenous",1247
"10811","Indigenous",731
"10812","Non Indigenous",3288
"10813","Non Indigenous",1216
"10814","Non Indigenous",1461
"10815","Non Indigenous",1065
"10816","Indigenous",2557
"10817","Non Indigenous",731
"10818","Non Indigenous",881
"10819","Non Indigenous",3616
"10820","Indigenous",1301
"10821","Indigenous",2130
"10822","Non Indigenous",1095
"10823","Non Indigenous",746
"10824","Non Indigenous",2192
"10825","Non Indigenous",3956
"10826","Indigenous",1045
"10827","Non Indigenous",2195
"10828","Indigenous",2266
"10829","Non Indigenous",731
"10830","Non Indigenous",1096
"10831","Non Indigenous",1186
"10832","Indigenous",900
"10833","Non Indigenous",1216
"10834","Non Indigenous",3380
"10835","Non Indigenous",827
"10836","Non Indigenous",974
"10837","Indigenous",731
"10838","Indigenous",1461
"10839","Indigenous",1096
"10840","Non Indigenous",1249
"10841","Non Indigenous",1979
"10842","Non Indigenous",1095
"10843","Indigenous",2120
"10844","Non Indigenous",2191
"10845","Non Indigenous",2922
"10846","Non Indigenous",1277
"10847","Indigenous",1461
"10848","Non Indigenous",1643
"10849","Non Indigenous",1104
"10850","Non Indigenous",730
"10851","Non Indigenous",1812
"10852","Indigenous",5296
"10853","Non Indigenous",1461
"10854","Non Indigenous",2557
"10855","Non Indigenous",1125
"10856","Non Indigenous",1461
"10857","Non Indigenous",1096
"10858","Non Indigenous",1181
"10859","Non Indigenous",2590
"10860","Non Indigenous",1430
"10861","Non Indigenous",730
"10862","Non Indigenous",1116
"10863","Non Indigenous",1079
"10864","Indigenous",1582
"10865","Non Indigenous",942
"10866","Non Indigenous",5617
"10867","Indigenous",1277
"10868","Non Indigenous",2296
"10869","Indigenous",2963
"10870","Non Indigenous",2922
"10871","Non Indigenous",1308
"10872","Indigenous",730
"10873","Non Indigenous",1096
"10874","Non Indigenous",1279
"10875","Non Indigenous",1249
"10876","Non Indigenous",2404
"10877","Non Indigenous",1218
"10878","Indigenous",730
"10879","Non Indigenous",1827
"10880","Non Indigenous",1277
"10881","Non Indigenous",1429
"10882","Indigenous",1917
"10883","Non Indigenous",7239
"10884","Non Indigenous",1096
"10885","Non Indigenous",811
"10886","Indigenous",2344
"10887","Non Indigenous",1217
"10888","Non Indigenous",1512
"10889","Non Indigenous",1096
"10890","Indigenous",807
"10891","Indigenous",1584
"10892","Non Indigenous",1461
"10893","Non Indigenous",4720
"10894","Non Indigenous",1461
"10895","Non Indigenous",1461
"10896","Non Indigenous",731
"10897","Non Indigenous",1053
"10898","Non Indigenous",1279
"10899","Non Indigenous",9373
"10900","Non Indigenous",1127
"10901","Non Indigenous",2010
"10902","Non Indigenous",4523
"10903","Indigenous",913
"10904","Non Indigenous",1401
"10905","Non Indigenous",4383
"10906","Indigenous",2132
"10907","Non Indigenous",858
"10908","Indigenous",1371
"10909","Non Indigenous",1827
"10910","Indigenous",731
"10911","Non Indigenous",912
"10912","Non Indigenous",7305
"10913","Non Indigenous",2192
"10914","Non Indigenous",3667
"10915","Indigenous",1311
"10916","Non Indigenous",1482
"10917","Non Indigenous",1934
"10918","Non Indigenous",1081
"10919","Non Indigenous",1279
"10920","Non Indigenous",730
"10921","Non Indigenous",1506
"10922","Non Indigenous",974
"10923","Non Indigenous",2008
"10924","Non Indigenous",2116
"10925","Non Indigenous",1096
"10926","Non Indigenous",1096
"10927","Non Indigenous",5276
"10928","Non Indigenous",1414
"10929","Non Indigenous",1020
"10930","Non Indigenous",1827
"10931","Non Indigenous",2199
"10932","Indigenous",1642
"10933","Non Indigenous",1688
"10934","Non Indigenous",1795
"10935","Indigenous",4748
"10936","Non Indigenous",3653
"10937","Non Indigenous",1636
"10938","Indigenous",730
"10939","Non Indigenous",1216
"10940","Non Indigenous",8473
"10941","Indigenous",914
"10942","Non Indigenous",922
"10943","Non Indigenous",731
"10944","Non Indigenous",1341
"10945","Non Indigenous",2436
"10946","Indigenous",915
"10947","Non Indigenous",897
"10948","Non Indigenous",1552
"10949","Non Indigenous",3714
"10950","Non Indigenous",2010
"10951","Non Indigenous",1461
"10952","Non Indigenous",1814
"10953","Indigenous",730
"10954","Non Indigenous",2901
"10955","Non Indigenous",1461
"10956","Non Indigenous",1644
"10957","Non Indigenous",852
"10958","Non Indigenous",1096
"10959","Non Indigenous",2556
"10960","Non Indigenous",2557
"10961","Non Indigenous",6483
"10962","Non Indigenous",2188
"10963","Indigenous",1357
"10964","Indigenous",1201
"10965","Non Indigenous",2922
"10966","Indigenous",3100
"10967","Non Indigenous",2660
"10968","Indigenous",2040
"10969","Non Indigenous",1841
"10970","Non Indigenous",2054
"10971","Non Indigenous",1096
"10972","Non Indigenous",1461
"10973","Non Indigenous",1065
"10974","Non Indigenous",1461
"10975","Non Indigenous",2343
"10976","Indigenous",3377
"10977","Non Indigenous",2192
"10978","Indigenous",1461
"10979","Indigenous",1354
"10980","Indigenous",1627
"10981","Indigenous",2163
"10982","Non Indigenous",1095
"10983","Non Indigenous",1339
"10984","Non Indigenous",1522
"10985","Non Indigenous",2509
"10986","Indigenous",914
"10987","Non Indigenous",1644
"10988","Non Indigenous",1463
"10989","Non Indigenous",1278
"10990","Indigenous",1461
"10991","Indigenous",3653
"10992","Indigenous",1551
"10993","Non Indigenous",1278
"10994","Non Indigenous",730
"10995","Non Indigenous",2192
"10996","Non Indigenous",2922
"10997","Indigenous",1826
"10998","Non Indigenous",5113
"10999","Indigenous",1099
"11000","Non Indigenous",6484
"11001","Non Indigenous",2800
"11002","Indigenous",1885
"11003","Indigenous",4018
"11004","Non Indigenous",730
"11005","Non Indigenous",3158
"11006","Non Indigenous",823
"11007","Non Indigenous",1219
"11008","Non Indigenous",3837
"11009","Non Indigenous",1049
"11010","Non Indigenous",1277
"11011","Non Indigenous",1396
"11012","Indigenous",1643
"11013","Non Indigenous",1096
"11014","Non Indigenous",2118
"11015","Non Indigenous",1415
"11016","Non Indigenous",793
"11017","Non Indigenous",1323
"11018","Non Indigenous",1096
"11019","Non Indigenous",1095
"11020","Indigenous",2030
"11021","Non Indigenous",1725
"11022","Indigenous",3591
"11023","Non Indigenous",761
"11024","Indigenous",2922
"11025","Non Indigenous",1185
"11026","Non Indigenous",914
"11027","Non Indigenous",1790
"11028","Indigenous",757
"11029","Non Indigenous",3097
"11030","Non Indigenous",974
"11031","Non Indigenous",2345
