0,1,2,3,4,5,6,7,8,9,10,11
13111,WHITE,Non Indigenous,MALE,58,Supervised,DP,INDETERMINATE,0,BRITISH COLUMBIA,DIVORCED,PROT NON-SPEC
13112,WHITE,Non Indigenous,MALE,24,Incarcerated,,DETERMINATE,1613,ONTARIO,UNKNOWN,
13113,WHITE,Non Indigenous,MALE,60,Incarcerated,,DETERMINATE,2525,QUEBEC,SINGLE,GREEK ORTHODOX
13114,WHITE,Non Indigenous,MALE,57,Supervised,FP,DETERMINATE,2740,ONTARIO,SINGLE,CATHOLIC - ROMA
13115,WHITE,Non Indigenous,MALE,43,Incarcerated,,DETERMINATE,1891,ONTARIO,SINGLE,CATH NON-SPEC
13116,SOUTH ASIAN,Non Indigenous,MALE,33,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,CHRI NON SPEC
13117,NORTH AMERICAN,Indigenous,MALE,27,Incarcerated,,DETERMINATE,738,SASKATCHEWAN,SINGLE,NOT STATED
13118,NORTH AMERICAN,Indigenous,MALE,28,Incarcerated,,DETERMINATE,833,SASKATCHEWAN,UNKNOWN,
13119,WHITE,Non Indigenous,MALE,65,Supervised,FP,INDETERMINATE,0,ALBERTA,MARRIED,CATH NON-SPEC
13120,NORTH AMERICAN,Indigenous,MALE,40,Incarcerated,,DETERMINATE,3744,BRITISH COLUMBIA,SINGLE,NOT STATED
13121,WHITE,Non Indigenous,MALE,30,Incarcerated,,DETERMINATE,1858,NOVA SCOTIA,SINGLE,CATH NON-SPEC
13122,FILIPINO,Non Indigenous,MALE,29,Supervised,FP,DETERMINATE,2557,MANITOBA,SINGLE,CATHOLIC - ROMA
13123,WHITE,Non Indigenous,MALE,49,Incarcerated,,DETERMINATE,6575,BRITISH COLUMBIA,SINGLE,NONE
13124,WHITE,Non Indigenous,MALE,62,Supervised,FP,DETERMINATE,731,NEW BRUNSWICK,SINGLE,PRESBYTERIAN
13125,WHITE,Non Indigenous,MALE,46,Incarcerated,,DETERMINATE,1461,ALBERTA,DIVORCED,CHRI NON SPEC
13126,WHITE,Non Indigenous,MALE,44,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,CATH NON-SPEC
13127,NORTH AMERICAN,Indigenous,MALE,28,Incarcerated,,DETERMINATE,2386,MANITOBA,SINGLE,NATIVE SPIRITUA
13128,WHITE,Non Indigenous,MALE,29,Supervised,FP,DETERMINATE,852,QUEBEC,SINGLE,CATH NON-SPEC
13129,BLACK,Non Indigenous,MALE,20,Incarcerated,,DETERMINATE,730,BRITISH COLUMBIA,COMMON LAW,NONE
13130,WHITE,Non Indigenous,MALE,33,Incarcerated,,DETERMINATE,1004,QUEBEC,COMMON LAW,CATH NON-SPEC
13131,,Non Indigenous,MALE,47,Supervised,FP,DETERMINATE,1096,ONTARIO,UNKNOWN,
13132,WHITE,Non Indigenous,MALE,39,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,MUSLIM
13133,WHITE,Non Indigenous,MALE,70,Supervised,SR,DETERMINATE,3287,ONTARIO,MARRIED,ANGLICAN(EPIS.
13134,WHITE,Non Indigenous,MALE,45,Supervised,FP,DETERMINATE,2637,MANITOBA,MARRIED,CHRISTIAN & MIS
13135,S. E. ASIAN,Non Indigenous,MALE,41,Incarcerated,,DETERMINATE,730,ONTARIO,SINGLE,NONE
13136,NORTH AMERICAN,Indigenous,MALE,22,Supervised,SR,DETERMINATE,1051,MANITOBA,SINGLE,NATIVE SPIRITUA
13137,WHITE,Non Indigenous,MALE,41,Incarcerated,,DETERMINATE,2375,BRITISH COLUMBIA,SINGLE,CHRI NON SPEC
13138,,Non Indigenous,MALE,47,Incarcerated,,DETERMINATE,2738,ONTARIO,UNKNOWN,
13139,BLACK,Non Indigenous,MALE,32,Incarcerated,,DETERMINATE,1571,ONTARIO,UNKNOWN,CHRI NON SPEC
13140,BLACK,Non Indigenous,MALE,42,Incarcerated,,INDETERMINATE,0,ONTARIO,COMMON LAW,NONE
13141,WHITE,Non Indigenous,MALE,66,Incarcerated,,DETERMINATE,1675,QUEBEC,SINGLE,CATH NON-SPEC
13142,WHITE,Non Indigenous,MALE,58,Supervised,FP,INDETERMINATE,0,BRITISH COLUMBIA,MARRIED,CATH NON-SPEC
13143,EURO.-SOUTHERN,Non Indigenous,MALE,28,Incarcerated,,DETERMINATE,1307,ONTARIO,UNKNOWN,CATH NON-SPEC
13144,WHITE,Non Indigenous,MALE,35,Supervised,SR,DETERMINATE,4493,MANITOBA,SEPARATED,CATHOLIC - ROMA
13145,BLACK,Non Indigenous,MALE,31,Supervised,FP,DETERMINATE,3134,ONTARIO,COMMON LAW,BUDDHIST
13146,BLACK,Non Indigenous,MALE,25,Incarcerated,,DETERMINATE,1492,QUEBEC,SINGLE,CATH NON-SPEC
13147,WHITE,Non Indigenous,MALE,64,Incarcerated,,INDETERMINATE,0,NEW BRUNSWICK,DIVORCED,CATHOLIC - UKRA
13148,NORTH AMERICAN,Indigenous,MALE,34,Incarcerated,,INDETERMINATE,0,SASKATCHEWAN,SINGLE,ANGLICAN(EPIS.
13149,ASI-E/SOUTHEAST,Non Indigenous,MALE,22,Incarcerated,,DETERMINATE,1978,ONTARIO,COMMON LAW,BUDDHIST
13150,NORTH AMERICAN,Indigenous,MALE,24,Incarcerated,,INDETERMINATE,0,MANITOBA,SINGLE,NATIVE SPIRITUA
13151,WHITE,Non Indigenous,FEMALE,34,Supervised,FP,DETERMINATE,1096,ONTARIO,SINGLE,NONE
13152,WHITE,Non Indigenous,MALE,58,Incarcerated,,DETERMINATE,730,NOVA SCOTIA,COMMON LAW,CATH NON-SPEC
13153,WHITE,Non Indigenous,MALE,32,Incarcerated,,DETERMINATE,1856,ALBERTA,COMMON LAW,NOT STATED
13154,WHITE,Non Indigenous,FEMALE,46,Incarcerated,,DETERMINATE,730,ONTARIO,UNKNOWN,CATH NON-SPEC
13155,WHITE,Non Indigenous,MALE,41,Incarcerated,,DETERMINATE,1271,ALBERTA,COMMON LAW,PROT NON-SPEC
13156,WHITE,Non Indigenous,MALE,29,Supervised,SR,DETERMINATE,1096,SASKATCHEWAN,SINGLE,CATHOLIC - ROMA
13157,WHITE,Non Indigenous,MALE,72,Supervised,FP,INDETERMINATE,0,BRITISH COLUMBIA,SEPARATED,ATHEIST
13158,WHITE,Non Indigenous,MALE,30,Supervised,DP,DETERMINATE,1564,BRITISH COLUMBIA,MARRIED,CATH NON-SPEC
13159,WHITE,Non Indigenous,MALE,34,Incarcerated,,DETERMINATE,1269,NEW BRUNSWICK,SINGLE,NONE
13160,NORTH AMERICAN,Indigenous,MALE,36,Incarcerated,,INDETERMINATE,0,ONTARIO,MARRIED,NATIVE SPIRITUA
13161,WHITE,Non Indigenous,MALE,67,Supervised,SR,DETERMINATE,1461,ALBERTA,SINGLE,
13162,WHITE,Non Indigenous,MALE,65,Supervised,FP,DETERMINATE,5113,ONTARIO,MARRIED,NONE
13163,WHITE,Non Indigenous,MALE,31,Incarcerated,,DETERMINATE,938,ONTARIO,SINGLE,CHRI NON SPEC
13164,WHITE,Non Indigenous,FEMALE,30,Supervised,FP,DETERMINATE,731,NOVA SCOTIA,COMMON LAW,NOT STATED
13165,WHITE,Non Indigenous,MALE,47,Incarcerated,,DETERMINATE,1979,ONTARIO,SINGLE,NONE
13166,NORTH AMERICAN,Indigenous,MALE,51,Supervised,SR,DETERMINATE,2192,SASKATCHEWAN,SEPARATED,NATIVE SPIRITUA
13167,WHITE,Non Indigenous,MALE,64,Incarcerated,,INDETERMINATE,0,QUEBEC,SINGLE,CATH NON-SPEC
13168,NORTH AMERICAN,Indigenous,FEMALE,36,Incarcerated,,DETERMINATE,3850,BRITISH COLUMBIA,UNKNOWN,MUSLIM
13169,WHITE,Non Indigenous,MALE,33,Incarcerated,,DETERMINATE,1921,ALBERTA,SINGLE,PAGAN
13170,WHITE,Non Indigenous,MALE,38,Supervised,FP,DETERMINATE,1461,QUEBEC,COMMON LAW,CATH NON-SPEC
13171,WHITE,Non Indigenous,MALE,27,Supervised,FP,DETERMINATE,1203,ALBERTA,COMMON LAW,NONE
13172,WHITE,Non Indigenous,MALE,37,Incarcerated,,DETERMINATE,3256,ALBERTA,SINGLE,CATH NON-SPEC
13173,BLACK,Non Indigenous,MALE,31,Incarcerated,,DETERMINATE,3167,QUEBEC,COMMON LAW,MUSLIM
13174,METIS,Indigenous,MALE,45,Incarcerated,,INDETERMINATE,0,ONTARIO,MARRIED,NAT SPIRIT PROT
13175,ASI-E/SOUTHEAST,Non Indigenous,MALE,56,Supervised,SR,DETERMINATE,1096,ONTARIO,MARRIED,NONE
13176,WHITE,Non Indigenous,MALE,56,Incarcerated,,INDETERMINATE,0,QUEBEC,SINGLE,CATH NON-SPEC
13177,WHITE,Non Indigenous,MALE,30,Incarcerated,,DETERMINATE,730,QUEBEC,SINGLE,CATH NON-SPEC
13178,WHITE,Non Indigenous,MALE,65,Supervised,FP,INDETERMINATE,0,QUEBEC,SINGLE,CATH NON-SPEC
13179,BLACK,Non Indigenous,MALE,42,Incarcerated,,DETERMINATE,5479,ONTARIO,UNKNOWN,CATH NON-SPEC
13180,WHITE,Non Indigenous,MALE,28,Incarcerated,,DETERMINATE,1717,BRITISH COLUMBIA,SINGLE,NONE
13181,WHITE,Non Indigenous,MALE,27,Incarcerated,,DETERMINATE,1095,QUEBEC,SINGLE,MUSLIM
13182,WHITE,Non Indigenous,MALE,31,Supervised,DP,DETERMINATE,1118,ALBERTA,COMMON LAW,NOT STATED
13183,BLACK,Non Indigenous,MALE,24,Supervised,FP,DETERMINATE,1826,NOVA SCOTIA,COMMON LAW,NOT STATED
13184,WHITE,Non Indigenous,MALE,63,Supervised,FP,DETERMINATE,1461,BRITISH COLUMBIA,SEPARATED,BUDDHIST
13185,NORTH AMERICAN,Indigenous,FEMALE,33,Incarcerated,,DETERMINATE,746,ALBERTA,COMMON LAW,
13186,WHITE,Non Indigenous,MALE,51,Incarcerated,,INDETERMINATE,0,NEW BRUNSWICK,MARRIED,PROT NON-SPEC
13187,NORTH AMERICAN,Indigenous,MALE,32,Incarcerated,,INDETERMINATE,0,ALBERTA,SINGLE,
13188,WHITE,Non Indigenous,MALE,37,Incarcerated,,DETERMINATE,3561,QUEBEC,COMMON LAW,CATH NON-SPEC
13189,WHITE,Non Indigenous,MALE,45,Incarcerated,,INDETERMINATE,0,QUEBEC,SINGLE,CATH NON-SPEC
13190,BLACK,Non Indigenous,MALE,28,Supervised,DP,DETERMINATE,3529,QUEBEC,COMMON LAW,CATH NON-SPEC
13191,BLACK,Non Indigenous,MALE,32,Supervised,SR,DETERMINATE,1443,ONTARIO,UNKNOWN,
13192,S. E. ASIAN,Non Indigenous,MALE,47,Incarcerated,,INDETERMINATE,0,ONTARIO,COMMON LAW,BUDDHIST
13193,WHITE,Non Indigenous,MALE,63,Supervised,FP,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,CATH NON-SPEC
13194,WHITE,Non Indigenous,MALE,25,Incarcerated,,DETERMINATE,730,ALBERTA,SINGLE,NOT STATED
13195,NORTH AMERICAN,Indigenous,MALE,46,Incarcerated,,INDETERMINATE,0,ONTARIO,MARRIED,NATIVE SPIRITUA
13196,METIS,Indigenous,MALE,34,Incarcerated,,DETERMINATE,1035,MANITOBA,SINGLE,NATIVE SPIRITUA
13197,BLACK,Non Indigenous,MALE,26,Incarcerated,,DETERMINATE,1826,ALBERTA,SINGLE,MUSLIM
13198,WHITE,Non Indigenous,MALE,38,Incarcerated,,DETERMINATE,2557,QUEBEC,COMMON LAW,CATH NON-SPEC
13199,WHITE,Non Indigenous,MALE,69,Supervised,FP,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,ATHEIST
13200,BLACK,Non Indigenous,MALE,36,Supervised,FP,DETERMINATE,3775,ONTARIO,SINGLE,CHRISTIAN REFOR
13201,WHITE,Non Indigenous,MALE,56,Incarcerated,,INDETERMINATE,0,NEW BRUNSWICK,SINGLE,CATH NON-SPEC
13202,WHITE,Non Indigenous,MALE,46,Supervised,DP,DETERMINATE,1645,QUEBEC,COMMON LAW,CATH NON-SPEC
13203,WHITE,Non Indigenous,MALE,57,Supervised,FP,DETERMINATE,731,ONTARIO,MARRIED,
13204,WHITE,Non Indigenous,MALE,57,Incarcerated,,DETERMINATE,730,ALBERTA,MARRIED,CATHOLIC - ROMA
13205,MULTIRAC/ETHNIC,Non Indigenous,MALE,50,Supervised,SR,DETERMINATE,3500,ALBERTA,SINGLE,MUSLIM
13206,WHITE,Non Indigenous,MALE,38,Supervised,LTSO,DETERMINATE,853,ONTARIO,SINGLE,CATHOLIC - ROMA
13207,WHITE,Non Indigenous,MALE,69,Incarcerated,,INDETERMINATE,0,QUEBEC,MARRIED,CATHOLIC - ROMA
13208,WHITE,Non Indigenous,MALE,50,Incarcerated,,INDETERMINATE,0,QUEBEC,SINGLE,CATH NON-SPEC
13209,METIS,Indigenous,MALE,32,Incarcerated,,DETERMINATE,1157,ONTARIO,NOT DETERMINED,CHRI NON SPEC
13210,BLACK,Non Indigenous,MALE,32,Incarcerated,,DETERMINATE,1857,ALBERTA,SINGLE,CHRI NON SPEC
13211,CARIBBEAN,Non Indigenous,FEMALE,26,Supervised,FP,DETERMINATE,1280,ONTARIO,SINGLE,CHRI NON SPEC
13212,WHITE,Non Indigenous,MALE,22,Supervised,FP,DETERMINATE,2192,ONTARIO,COMMON LAW,CATHOLIC - ROMA
13213,NORTH AMERICAN,Indigenous,MALE,57,Incarcerated,,INDETERMINATE,0,ALBERTA,SINGLE,CATHOLIC - ROMA
13214,WHITE,Non Indigenous,MALE,41,Incarcerated,,DETERMINATE,2402,SASKATCHEWAN,SINGLE,CHRI NON SPEC
13215,WHITE,Non Indigenous,MALE,27,Supervised,DP,DETERMINATE,1200,ONTARIO,UNKNOWN,
13216,,Non Indigenous,MALE,24,Incarcerated,,DETERMINATE,1461,ONTARIO,UNKNOWN,
13217,WHITE,Non Indigenous,MALE,53,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,MARRIED,NONE
13218,LATIN AMERICAN,Non Indigenous,MALE,43,Incarcerated,,DETERMINATE,1230,ONTARIO,UNKNOWN,CATH NON-SPEC
13219,NORTH AMERICAN,Indigenous,MALE,36,Supervised,FP,DETERMINATE,1096,ALBERTA,COMMON LAW,NOT STATED
13220,NORTH AMERICAN,Indigenous,MALE,25,Supervised,SR,DETERMINATE,765,SASKATCHEWAN,UNKNOWN,
13221,WHITE,Non Indigenous,MALE,33,Supervised,SR,DETERMINATE,761,ONTARIO,COMMON LAW,CATH NON-SPEC
13222,WHITE,Non Indigenous,MALE,39,Incarcerated,,DETERMINATE,3044,BRITISH COLUMBIA,SINGLE,MUSLIM
13223,WHITE,Non Indigenous,MALE,39,Supervised,SR,DETERMINATE,1461,QUEBEC,SINGLE,CATH NON-SPEC
13224,,Non Indigenous,MALE,56,Incarcerated,,DETERMINATE,1765,ONTARIO,UNKNOWN,
13225,BLACK,Non Indigenous,MALE,24,Incarcerated,,INDETERMINATE,0,QUEBEC,SINGLE,CHRI NON SPEC
13226,WHITE,Non Indigenous,MALE,26,Supervised,SR,DETERMINATE,1371,QUEBEC,COMMON LAW,CATH NON-SPEC
13227,WHITE,Non Indigenous,MALE,23,Supervised,SR,DETERMINATE,1826,ONTARIO,SINGLE,MENNONITE
13228,WHITE,Non Indigenous,MALE,69,Supervised,FP,INDETERMINATE,0,BRITISH COLUMBIA,MARRIED,
13229,METIS,Indigenous,FEMALE,26,Incarcerated,,DETERMINATE,730,BRITISH COLUMBIA,SINGLE,
13230,BLACK,Non Indigenous,MALE,26,Supervised,SR,DETERMINATE,1841,ONTARIO,COMMON LAW,MUSLIM
13231,WHITE,Non Indigenous,MALE,69,Supervised,FP,INDETERMINATE,0,NEW BRUNSWICK,MARRIED,CATH NON-SPEC
13232,WHITE,Non Indigenous,MALE,40,Incarcerated,,DETERMINATE,3554,NEW BRUNSWICK,SINGLE,BUDDHIST
13233,BLACK,Non Indigenous,MALE,23,Incarcerated,,DETERMINATE,1461,ONTARIO,UNKNOWN,MUSLIM
13234,WHITE,Non Indigenous,MALE,62,Supervised,SR,DETERMINATE,1978,ONTARIO,SINGLE,CATHOLIC - ROMA
13235,WHITE,Non Indigenous,MALE,49,Incarcerated,,DETERMINATE,1522,ONTARIO,SINGLE,ATHEIST
13236,METIS,Indigenous,FEMALE,48,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,CHRI NON SPEC
13237,WHITE,Non Indigenous,MALE,57,Incarcerated,,INDETERMINATE,0,SASKATCHEWAN,DIVORCED,PROT NON-SPEC
13238,WHITE,Non Indigenous,MALE,60,Supervised,SR,DETERMINATE,731,QUEBEC,WIDOW(ER),CATH NON-SPEC
13239,ASI-E/SOUTHEAST,Non Indigenous,MALE,37,Supervised,SR,DETERMINATE,1338,ONTARIO,COMMON LAW,NONE
13240,WHITE,Non Indigenous,MALE,45,Supervised,FP,DETERMINATE,6575,BRITISH COLUMBIA,COMMON LAW,NONE
13241,WHITE,Non Indigenous,MALE,47,Incarcerated,,DETERMINATE,2557,BRITISH COLUMBIA,SINGLE,CHRISTIAN & MIS
13242,NORTH AMERICAN,Indigenous,FEMALE,49,Supervised,FP,DETERMINATE,1551,NOVA SCOTIA,SINGLE,CATHOLIC - ROMA
13243,WHITE,Non Indigenous,MALE,33,Incarcerated,,DETERMINATE,2922,QUEBEC,SINGLE,CATH NON-SPEC
13244,WHITE,Non Indigenous,MALE,43,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,COMMON LAW,NONE
13245,WHITE,Non Indigenous,MALE,51,Supervised,DP,INDETERMINATE,0,NEW BRUNSWICK,MARRIED,ANGLICAN(EPIS.
13246,METIS,Indigenous,MALE,29,Incarcerated,,DETERMINATE,730,ALBERTA,SINGLE,NATIVE SPIRITUA
13247,WHITE,Non Indigenous,MALE,37,Supervised,FP,DETERMINATE,2830,NFLD AND LAB,SEPARATED,CATHOLIC - ROMA
13248,NORTH AMERICAN,Indigenous,MALE,63,Supervised,FP,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,PROT NON-SPEC
13249,NORTH AMERICAN,Indigenous,MALE,38,Incarcerated,,INDETERMINATE,0,SASKATCHEWAN,SINGLE,CHRISTIAN REFOR
13250,WHITE,Non Indigenous,MALE,55,Supervised,DP,INDETERMINATE,0,ONTARIO,SINGLE,CATHOLIC - ROMA
13251,WHITE,Non Indigenous,MALE,33,Supervised,FP,DETERMINATE,1096,ONTARIO,MARRIED,NONE
13252,WHITE,Non Indigenous,MALE,83,Supervised,FP,INDETERMINATE,0,QUEBEC,MARRIED,CATH NON-SPEC
13253,WHITE,Non Indigenous,MALE,35,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,ATHEIST
13254,NORTH AMERICAN,Indigenous,MALE,55,Incarcerated,,DETERMINATE,851,QUEBEC,SINGLE,CATH NON-SPEC
13255,WHITE,Non Indigenous,MALE,40,Supervised,SR,DETERMINATE,1826,ONTARIO,COMMON LAW,BUDDHIST
13256,WHITE,Non Indigenous,MALE,49,Supervised,FP,DETERMINATE,1176,NEW BRUNSWICK,COMMON LAW,CATHOLIC - ROMA
13257,WHITE,Non Indigenous,MALE,38,Incarcerated,,DETERMINATE,1797,QUEBEC,NOT DETERMINED,
13258,WHITE,Non Indigenous,MALE,24,Incarcerated,,DETERMINATE,1826,QUEBEC,SINGLE,BUDDHIST
13259,METIS,Indigenous,MALE,28,Incarcerated,,DETERMINATE,730,MANITOBA,SINGLE,NATIVE SPIRITUA
13260,WHITE,Non Indigenous,FEMALE,47,Incarcerated,,DETERMINATE,1044,ONTARIO,SINGLE,SEVENTH DAY ADV
13261,BLACK,Non Indigenous,MALE,35,Supervised,SR,DETERMINATE,820,ONTARIO,SINGLE,CHRI NON SPEC
13262,WHITE,Non Indigenous,MALE,34,Incarcerated,,INDETERMINATE,0,QUEBEC,SINGLE,NONE
13263,METIS,Indigenous,MALE,50,Incarcerated,,DETERMINATE,731,ALBERTA,SINGLE,
13264,INUIT,Indigenous,MALE,53,Supervised,SR,DETERMINATE,1096,ONTARIO,SINGLE,ANGLICAN(EPIS.
13265,NORTH AMERICAN,Indigenous,MALE,21,Incarcerated,,DETERMINATE,868,NEW BRUNSWICK,SINGLE,NATIVE SPIRITUA
13266,WHITE,Non Indigenous,MALE,28,Incarcerated,,DETERMINATE,730,ALBERTA,COMMON LAW,NOT STATED
13267,BLACK,Non Indigenous,MALE,24,Supervised,SR,DETERMINATE,1461,ONTARIO,COMMON LAW,CATH NON-SPEC
13268,METIS,Indigenous,MALE,38,Incarcerated,,DETERMINATE,831,BRITISH COLUMBIA,SINGLE,NATIVE SPIRITUA
13269,WHITE,Non Indigenous,MALE,43,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,CHRI NON SPEC
13270,BLACK,Non Indigenous,MALE,37,Incarcerated,,INDETERMINATE,0,ONTARIO,SEPARATED,NONE
13271,WHITE,Non Indigenous,MALE,53,Incarcerated,,DETERMINATE,5844,ALBERTA,MARRIED,CATHOLIC - ROMA
13272,NORTH AMERICAN,Indigenous,MALE,36,Incarcerated,,DETERMINATE,731,ONTARIO,SINGLE,NATIVE SPIRITUA
13273,WHITE,Non Indigenous,MALE,44,Incarcerated,,DETERMINATE,2341,QUEBEC,SINGLE,CATH NON-SPEC
13274,WHITE,Non Indigenous,MALE,33,Incarcerated,,DETERMINATE,4993,ALBERTA,SINGLE,CATHOLIC - ROMA
13275,WHITE,Non Indigenous,MALE,54,Supervised,FP,INDETERMINATE,0,ONTARIO,MARRIED,PROT NON-SPEC
13276,WHITE,Non Indigenous,MALE,46,Supervised,FP,DETERMINATE,1625,ALBERTA,COMMON LAW,CATHOLIC - ROMA
13277,ARAB/WEST ASIAN,Non Indigenous,MALE,31,Supervised,FP,INDETERMINATE,0,ONTARIO,SINGLE,MUSLIM
13278,NORTH AMERICAN,Indigenous,MALE,29,Incarcerated,,DETERMINATE,1377,SASKATCHEWAN,SINGLE,NOT STATED
13279,BLACK,Non Indigenous,MALE,31,Incarcerated,,DETERMINATE,2130,BRITISH COLUMBIA,SINGLE,MUSLIM
13280,NORTH AMERICAN,Indigenous,MALE,51,Supervised,SR,DETERMINATE,1887,MANITOBA,MARRIED,NATIVE SPIRITUA
13281,WHITE,Non Indigenous,FEMALE,50,Incarcerated,,INDETERMINATE,0,ONTARIO,SINGLE,CATHOLIC - ROMA
13282,WHITE,Non Indigenous,MALE,34,Supervised,SR,DETERMINATE,1581,BRITISH COLUMBIA,SINGLE,CHRI NON SPEC
13283,WHITE,Non Indigenous,MALE,35,Incarcerated,,DETERMINATE,744,SASKATCHEWAN,SINGLE,
13284,METIS,Indigenous,MALE,35,Supervised,SR,DETERMINATE,1704,ALBERTA,COMMON LAW,NONE
13285,WHITE,Non Indigenous,MALE,31,Incarcerated,,DETERMINATE,1797,QUEBEC,SINGLE,CATH NON-SPEC
13286,WHITE,Non Indigenous,MALE,25,Supervised,DP,DETERMINATE,1096,ALBERTA,COMMON LAW,
13287,NORTH AMERICAN,Indigenous,MALE,38,Incarcerated,,INDETERMINATE,0,NEW BRUNSWICK,COMMON LAW,
13288,LATIN AMERICAN,Non Indigenous,MALE,43,Incarcerated,,DETERMINATE,1461,QUEBEC,MARRIED,CATH NON-SPEC
13289,WHITE,Non Indigenous,FEMALE,24,Incarcerated,,DETERMINATE,731,ALBERTA,COMMON LAW,
13290,WHITE,Non Indigenous,MALE,26,Supervised,FP,DETERMINATE,1461,ALBERTA,COMMON LAW,NOT STATED
13291,WHITE,Non Indigenous,MALE,34,Incarcerated,,DETERMINATE,1278,ALBERTA,COMMON LAW,NONE
13292,METIS,Indigenous,MALE,29,Incarcerated,,DETERMINATE,2469,MANITOBA,COMMON LAW,CATHOLIC - ROMA
13293,WHITE,Non Indigenous,MALE,34,Incarcerated,,DETERMINATE,2237,ALBERTA,COMMON LAW,NONE
13294,SOUTH ASIAN,Non Indigenous,MALE,61,Supervised,SR,DETERMINATE,2058,BRITISH COLUMBIA,SINGLE,SIKH
13295,WHITE,Non Indigenous,MALE,48,Supervised,SR,DETERMINATE,1127,QUEBEC,SINGLE,CATH NON-SPEC
13296,WHITE,Non Indigenous,MALE,37,Incarcerated,,DETERMINATE,1826,QUEBEC,COMMON LAW,CATH NON-SPEC
13297,WHITE,Non Indigenous,MALE,29,Incarcerated,,DETERMINATE,1491,ALBERTA,COMMON LAW,CATH NON-SPEC
13298,NORTH AMERICAN,Indigenous,MALE,49,Incarcerated,,DETERMINATE,1143,ALBERTA,SEPARATED,NATIVE SPIRITUA
13299,METIS,Indigenous,MALE,41,Incarcerated,,INDETERMINATE,0,ALBERTA,COMMON LAW,CATH NON-SPEC
13300,WHITE,Non Indigenous,MALE,70,Incarcerated,,INDETERMINATE,0,QUEBEC,SINGLE,CATH NON-SPEC
13301,NORTH AMERICAN,Indigenous,MALE,22,Incarcerated,,DETERMINATE,731,ALBERTA,SINGLE,NATIVE SPIRITUA
13302,WHITE,Non Indigenous,MALE,33,Supervised,FP,DETERMINATE,3897,ONTARIO,SINGLE,PROT NON-SPEC
13303,WHITE,Non Indigenous,MALE,58,Incarcerated,,INDETERMINATE,0,QUEBEC,WIDOW(ER),CATH NON-SPEC
13304,WHITE,Non Indigenous,MALE,39,Incarcerated,,DETERMINATE,2541,QUEBEC,COMMON LAW,CATH NON-SPEC
13305,WHITE,Non Indigenous,MALE,31,Supervised,SR,DETERMINATE,1096,NOVA SCOTIA,SINGLE,PAGAN
13306,WHITE,Non Indigenous,MALE,37,Incarcerated,,DETERMINATE,2617,BRITISH COLUMBIA,MARRIED,SIKH
13307,WHITE,Non Indigenous,MALE,35,Supervised,FP,DETERMINATE,2556,BRITISH COLUMBIA,MARRIED,JUDAISM
13308,WHITE,Non Indigenous,MALE,79,Supervised,FP,INDETERMINATE,0,QUEBEC,MARRIED,CATH NON-SPEC
13309,WHITE,Non Indigenous,MALE,46,Incarcerated,,INDETERMINATE,0,NOVA SCOTIA,SINGLE,BUDDHIST
13310,WHITE,Non Indigenous,MALE,32,Supervised,DP,DETERMINATE,2055,BRITISH COLUMBIA,SINGLE,NONE
13311,WHITE,Non Indigenous,MALE,53,Supervised,FP,INDETERMINATE,0,QUEBEC,SINGLE,CATH NON-SPEC
13312,NORTH AMERICAN,Indigenous,FEMALE,64,Supervised,LTSO,DETERMINATE,943,YUKON TERRITORIES,SEPARATED,NONE
13313,WHITE,Non Indigenous,MALE,33,Incarcerated,,DETERMINATE,1280,ONTARIO,SINGLE,NONE
13314,WHITE,Non Indigenous,MALE,21,Supervised,SR,DETERMINATE,912,NOVA SCOTIA,SINGLE,CHRI NON SPEC
13315,BLACK,Non Indigenous,MALE,33,Supervised,FP,DETERMINATE,1369,ONTARIO,SINGLE,CHRI NON SPEC
13316,,Non Indigenous,MALE,73,Incarcerated,,DETERMINATE,1826,ONTARIO,UNKNOWN,
13317,WHITE,Non Indigenous,MALE,68,Incarcerated,,DETERMINATE,1461,BRITISH COLUMBIA,DIVORCED,SEVENTH DAY ADV
13318,WHITE,Non Indigenous,MALE,44,Supervised,FP,INDETERMINATE,0,QUEBEC,SINGLE,CATH NON-SPEC
13319,WHITE,Non Indigenous,MALE,38,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,CHRI NON SPEC
13320,WHITE,Non Indigenous,MALE,64,Incarcerated,,INDETERMINATE,0,ONTARIO,WIDOW(ER),PRESBYTERIAN
13321,WHITE,Non Indigenous,MALE,42,Incarcerated,,DETERMINATE,730,BRITISH COLUMBIA,SINGLE,
